t_ms,pmw_dx_counts,pmw_dy_counts,gyro_z_dps,accel_x_g,accel_y_g,accel_z_g,ir_adc,gt_x_mm,gt_y_mm,gt_heading_deg,gt_speed_mm_s,recon_x_mm,recon_y_mm
2210,3715,9,-28.2006,0.0075,0.7856,1.0048,4092,20098.54,22894.23,-41.79,3144.5,7974.17,-2742.4
2220,3716,73,-41.6714,0.019,0.7849,1.0132,3740,20121.73,22872.0,-42.22,3144.7,7991.76,-2768.5
2230,3749,94,-64.0253,0.4654,0.5345,0.9831,3945,20144.78,22850.49,-42.86,3173.8,8009.4,-2794.9
2240,3786,89,-29.8151,-0.6383,-0.0144,1.0047,3771,20167.57,22829.27,-43.16,3205.5,8026.95,-2821.74
2250,3740,3,-90.8142,-0.6252,0.0237,0.98,4180,20190.08,22807.86,-44.07,3166.6,8043.41,-2848.8
2260,3647,-111,-201.3231,-0.0184,0.7902,1.0141,3731,20212.21,22786.0,-46.09,3087.3,8057.99,-2876.02
2270,3646,-185,-239.574,-0.0102,0.8113,0.9951,3968,20234.12,22763.53,-48.49,3085.8,8070.95,-2904.04
2280,3645,-181,-179.4887,0.0159,0.8025,0.9979,3827,20254.47,22739.12,-50.29,3085.3,8082.9,-2932.52
2290,3644,-124,-102.9442,0.4321,0.7899,1.003,4010,20274.11,22714.05,-51.32,3086.3,8094.54,-2961.1
2300,3711,5,70.7177,0.4355,-0.0124,1.0071,3720,20293.75,22689.66,-50.61,3143.2,8107.27,-2989.82
2310,3778,99,114.3825,0.0297,0.0019,0.9967,3846,20313.77,22665.78,-49.47,3199.1,8121.41,-3018.52
2320,3782,129,61.5025,-0.6316,0.0715,1.0131,3879,20334.21,22642.24,-48.86,3202.0,8136.25,-3046.91
2330,3734,65,-126.9261,-0.0062,0.7963,0.9912,4186,20354.96,22618.75,-50.13,3161.5,8150.33,-3075.23
2340,3734,-1,-203.1562,0.0085,0.8039,1.0047,3794,20375.36,22594.41,-52.17,3160.8,8163.1,-3104.16
2350,3734,-88,-251.804,0.4542,0.8046,0.9924,3919,20393.55,22568.39,-54.69,3161.7,8174.04,-3133.82
2360,3766,-146,-204.0199,0.4484,0.7425,1.002,4223,20410.91,22542.46,-56.73,3189.6,8183.4,-3164.3
2370,3833,-140,-66.1554,-0.3418,0.0026,0.9793,4013,20427.65,22516.57,-57.4,3244.7,8192.21,-3195.55
2380,3761,-112,2.9969,-0.6403,-0.0188,1.0087,3953,20444.23,22490.59,-57.37,3185.5,8200.86,-3226.21
2390,3715,-72,-23.8606,-0.642,0.7925,0.9963,3975,20461.01,22464.69,-57.61,3146.3,8209.68,-3256.41
2400,3668,-4,-32.7376,0.0292,0.795,0.9954,4197,20478.38,22438.84,-57.94,3105.8,8218.79,-3286.1
2410,3668,62,-39.171,0.0281,0.7908,1.0038,4226,20494.61,22411.73,-58.33,3105.8,8228.25,-3315.69
2420,3671,80,-91.9801,0.4562,0.7862,1.0018,3811,20510.77,22384.08,-59.26,3108.2,8237.55,-3345.36
2430,3704,87,-41.8108,0.4654,0.0473,0.9994,3832,20527.07,22356.4,-59.68,3136.5,8246.61,-3375.4
2440,3772,10,-88.6452,0.0458,-0.0057,1.0175,3798,20543.07,22328.6,-60.57,3192.5,8254.86,-3406.25
2450,3729,-93,-161.3801,-0.6313,0.6867,0.9991,3957,20558.56,22300.48,-62.18,3156.5,8261.53,-3437.11
2460,3682,-185,-245.2003,-0.0316,0.783,0.9925,3895,20573.56,22271.94,-64.64,3116.9,8266.29,-3467.93
2470,3679,-183,-178.9674,0.0141,0.7924,0.9989,3955,20586.86,22243.04,-66.43,3115.9,8269.89,-3498.89
2480,3681,-124,-100.6346,0.0249,0.806,1.0125,3708,20598.36,22213.97,-67.44,3116.6,8273.21,-3529.88
2490,3718,-16,27.0677,0.4491,0.1102,1.0044,4103,20609.99,22185.63,-67.17,3146.4,8277.22,-3561.11
2500,3751,89,112.5657,0.4155,0.0102,1.0195,3898,20622.08,22157.68,-66.05,3174.4,8282.5,-3592.43
2510,3734,132,83.8673,-0.6455,-0.012,0.995,3917,20634.67,22129.95,-65.21,3161.2,8288.66,-3623.45
2520,3688,82,-89.852,-0.6095,0.5778,1.0079,4082,20647.56,22102.23,-66.12,3121.7,8294.39,-3654.16
2530,3638,10,-195.7314,0.0125,0.7899,0.9993,4100,20660.59,22074.05,-68.08,3080.7,8298.75,-3684.66
2540,3638,-76,-251.6556,0.0202,0.8145,0.9949,3959,20670.97,22044.42,-70.6,3081.0,8301.22,-3715.36
2550,3640,-157,-265.5982,0.4421,0.7999,0.9933,4017,20680.41,22013.95,-73.26,3082.4,8301.61,-3746.18
2560,3707,-141,-86.4776,0.4443,-0.0099,0.9912,4014,20689.43,21982.93,-74.12,3139.4,8301.12,-3777.57
2570,3740,-113,-2.4837,0.4592,0.0033,0.9991,3910,20698.34,21951.42,-74.15,3167.5,8300.6,-3809.25
2580,3806,-60,15.5506,-0.2471,0.4584,1.0129,4164,20707.59,21919.54,-74.0,3222.9,8300.56,-3841.48
2590,3789,11,-24.5773,-0.0111,0.8101,1.0036,3953,20717.52,21887.47,-74.25,3207.3,8301.11,-3873.55
2600,3787,76,-38.0885,-0.016,0.8024,0.9968,4091,20726.37,21854.65,-74.63,3207.0,8302.04,-3905.61
2610,3793,78,-106.538,0.4402,0.8042,1.0236,3802,20734.71,21821.17,-75.7,3208.6,8302.61,-3937.74
2620,3784,65,-64.1514,-0.6351,0.0223,1.0178,3871,20743.15,21787.23,-76.34,3204.9,8302.57,-3969.78
2630,3692,-34,-116.6447,-0.618,-0.0073,0.9936,4026,20751.18,21752.76,-77.51,3126.6,8301.24,-4001.02
2640,3598,-154,-223.1767,-0.0184,0.8035,1.015,4065,20758.53,21717.67,-79.75,3046.2,8298.09,-4031.32
2650,3596,-202,-241.9784,0.0063,0.7804,1.0056,3787,20765.34,21682.03,-82.17,3044.9,8293.32,-4061.41
2660,3597,-145,-145.0874,0.025,0.7938,1.0068,3991,20768.8,21645.44,-83.63,3044.9,8287.96,-4091.4
2670,3632,-27,-13.9244,0.4442,0.4317,1.0145,4020,20772.41,21608.62,-83.77,3075.1,8283.06,-4121.75
2680,3699,115,132.0319,0.4552,-0.0098,1.0066,4246,20776.82,21572.24,-82.45,3132.2,8279.53,-4152.88
2690,3765,143,72.6662,0.4567,0.2453,0.9947,3908,20781.83,21536.55,-81.73,3188.3,8276.74,-4184.65
2700,3799,48,-150.0994,0.4359,0.6689,1.0064,3756,20786.93,21501.47,-83.23,3215.9,8272.99,-4216.6
2710,3862,-47,-227.467,0.4498,0.7204,1.0029,3941,20790.74,21466.9,-85.51,3270.5,8267.31,-4248.81
2720,3927,-140,-251.998,0.4557,0.7381,1.0048,3740,20791.95,21432.73,-88.03,3324.3,8259.41,-4281.11
2730,3989,-165,-146.3935,0.4448,0.1116,1.0037,4254,20792.48,21399.15,-89.5,3377.1,8250.03,-4313.57
2740,4020,-148,-68.2211,0.4395,0.3502,0.9991,4208,20792.69,21366.23,-90.18,3403.2,8240.1,-4346.14
2750,4081,-80,6.5117,0.4351,0.3835,0.9997,3738,20792.93,21333.94,-90.12,3454.9,8230.39,-4379.31
2760,4111,21,55.1009,0.4623,0.3813,0.9985,4046,20792.6,21302.25,-89.57,3480.4,8221.63,-4412.99
2770,4169,103,64.5721,0.4526,0.2385,0.9936,3835,20792.9,21271.22,-88.93,3531.0,8213.77,-4447.41
2780,4200,152,65.5629,0.4339,-0.0108,1.0107,3869,20793.66,21240.74,-88.28,3556.0,8206.64,-4482.26
2790,4258,125,-1.4184,0.4553,0.0112,0.9841,3942,20794.58,21210.95,-88.3,3605.4,8199.38,-4517.59
2800,4287,57,-63.8455,0.4511,-0.0058,0.9889,3636,20795.31,21181.72,-88.94,3629.9,8191.29,-4552.98
2810,4345,-32,-99.9635,0.4462,0.0232,0.9992,3904,20795.6,21153.16,-89.94,3678.4,8181.84,-4588.54
2820,4372,-109,-100.1329,0.1764,0.0068,1.0007,4042,20795.38,21125.2,-90.94,3702.4,8171.09,-4623.96
2830,4344,-149,-67.6448,-0.6193,0.0049,0.994,4084,20794.75,21097.84,-91.62,3679.3,8159.56,-4658.9
2840,4308,-139,-16.0725,-0.6309,-0.0045,1.0178,3980,20793.93,21071.14,-91.79,3645.4,8147.95,-4693.5
2850,4264,-93,36.9318,-0.6387,0.0077,1.0091,4230,20793.18,21045.03,-91.42,3611.3,8136.88,-4727.87
2860,4184,-18,76.3354,-0.626,0.016,0.9849,3852,20792.71,21019.52,-90.66,3541.9,8126.94,-4761.88
2870,4139,53,92.1898,-0.6213,-0.0054,1.002,3830,20792.62,20994.69,-89.74,3506.7,8118.18,-4795.81
2880,4100,108,83.5755,-0.6235,-0.0192,1.0032,3902,20792.91,20970.46,-88.91,3471.2,8110.48,-4829.66
2890,4058,134,55.216,-0.6596,-0.01,0.995,3963,20793.48,20946.83,-88.36,3435.3,8103.48,-4863.31
2900,4015,130,15.9511,-0.6534,0.0025,0.9964,3980,20794.19,20923.81,-88.2,3399.0,8096.75,-4896.65
2910,3971,100,-23.8346,-0.6517,-0.0123,1.0064,4313,20794.86,20901.41,-88.44,3362.3,8089.85,-4929.57
2920,3882,45,-55.763,-0.6331,-0.0125,1.0218,4468,20795.35,20879.53,-89.01,3287.7,8082.45,-4961.6
2930,3839,-11,-74.3065,-0.6243,-0.0,1.0006,4272,20795.59,20858.19,-89.75,3249.8,8074.32,-4993.07
2940,3795,-65,-76.9969,-0.6414,-0.009,1.0084,3902,20795.54,20837.45,-90.52,3211.4,8065.44,-5023.95
2950,3746,-102,-65.5081,-0.613,0.0164,0.9812,4072,20795.23,20817.32,-91.18,3172.6,8055.99,-5054.23
2960,3700,-122,-43.7946,-0.6294,0.001,1.0055,3969,20794.75,20797.81,-91.62,3133.3,8046.19,-5084.0
2970,3653,-122,-16.8811,-0.631,0.0073,0.9862,4259,20794.17,20778.87,-91.8,3093.4,8036.33,-5113.33
2980,3606,-103,10.727,-0.6433,0.0113,0.9765,3854,20793.59,20760.01,-91.69,3053.1,8026.72,-5142.32
2990,3607,-67,37.988,-0.6285,0.014,0.9778,4032,20793.08,20740.69,-91.31,3053.1,8017.5,-5171.45
3000,3557,-21,60.7026,-0.6354,0.0138,0.9802,3833,20792.72,20720.94,-90.71,3012.2,8009.02,-5200.35
3010,3507,28,72.3716,-0.6347,0.0156,1.0119,4013,20792.6,20701.27,-89.99,2970.7,8001.37,-5229.04
3020,3460,68,70.1051,-0.6486,-0.0115,1.0012,4253,20792.72,20682.22,-89.29,2928.7,7994.52,-5257.52
3030,3410,99,58.6765,-0.641,0.0272,1.0182,4039,20793.06,20663.28,-88.71,2886.1,7988.34,-5285.73
3040,3356,113,39.0492,-0.6395,0.0047,1.0032,4087,20793.57,20643.96,-88.32,2842.8,7982.63,-5313.58
3050,3306,107,11.9424,-0.6448,0.0058,0.9893,4143,20794.18,20624.21,-88.2,2798.8,7977.12,-5341.03
3060,3253,83,-18.6355,-0.655,-0.0112,0.9837,4005,20794.78,20604.31,-88.39,2754.2,7971.51,-5368.01
3070,3198,48,-45.1841,-0.6361,0.0005,1.0056,4207,20795.25,20584.76,-88.85,2708.8,7965.59,-5394.44
3080,3145,4,-62.1701,-0.6456,0.0101,1.0069,4132,20795.54,20565.81,-89.47,2662.6,7959.19,-5420.29
3090,3091,-37,-69.5008,-0.6409,0.0005,1.0204,4205,20795.6,20547.08,-90.17,2615.6,7952.29,-5445.53
3100,3032,-68,-67.7715,-0.6333,-0.0101,1.0235,3715,20795.42,20528.07,-90.85,2567.8,7944.96,-5470.13
3110,2975,-104,-79.7521,-0.633,0.0987,1.0011,4378,20795.04,20508.63,-91.65,2519.0,7937.17,-5494.1
3120,2918,-136,-125.6546,-0.6239,0.5244,1.023,3962,20794.48,20488.74,-92.91,2469.3,7928.89,-5517.38
3130,2857,-125,-96.9763,-0.6565,0.4926,0.9908,4288,20793.85,20468.62,-93.88,2418.5,7920.38,-5540.04
3140,2795,-98,-65.758,-0.6416,0.4603,1.031,3813,20792.75,20448.57,-94.54,2366.7,7911.91,-5562.15
3150,2734,-61,-39.7264,-0.6458,0.431,1.0119,4142,20790.35,20428.53,-94.94,2313.7,7903.68,-5583.79
3160,2667,-19,-22.9505,-0.637,0.42,0.9862,3989,20788.15,20408.3,-95.18,2259.5,7895.85,-5604.96
3170,2603,-22,-121.4012,-0.4019,0.8059,0.9993,4105,20786.24,20388.26,-96.39,2204.0,7888.03,-5625.57
3180,2562,5,-122.2735,-0.6302,0.8063,1.0015,4225,20784.62,20368.71,-97.62,2168.5,7880.11,-5645.77
3190,2494,20,-137.2893,-0.6436,0.768,1.0185,4218,20783.22,20349.72,-98.99,2111.8,7872.11,-5665.32
3200,2422,16,-159.5538,-0.6442,0.7129,1.0037,3927,20779.76,20331.43,-100.59,2052.2,7863.86,-5684.11
3210,2352,1,-188.3868,-0.6523,0.6793,1.0067,4070,20774.8,20313.24,-102.48,1990.9,7855.24,-5702.07
3220,2278,-28,-219.5692,-0.6466,0.6361,1.0053,4170,20769.64,20294.61,-104.68,1927.6,7846.12,-5719.07
3230,2198,-89,-315.2292,0.4415,0.8051,1.0079,3637,20764.2,20275.6,-107.84,1862.1,7836.26,-5734.85
3240,2255,-94,-253.227,0.468,0.5964,1.0083,4513,20758.51,20256.57,-110.37,1909.1,7825.24,-5750.44
3250,2309,-118,-249.602,0.4122,0.6247,1.0005,4194,20752.7,20237.98,-112.87,1955.0,7813.1,-5765.77
3260,2359,-138,-233.4183,-0.6337,0.6411,0.9931,3895,20744.1,20221.04,-115.21,1997.6,7799.91,-5780.77
3270,2286,-146,-213.9991,-0.6456,0.5995,0.9961,4296,20734.69,20204.4,-117.35,1934.6,7786.49,-5794.73
3280,2206,-149,-212.7851,0.4522,0.7921,0.9945,3828,20725.01,20187.48,-119.48,1869.4,7773.01,-5807.67
3290,2263,-148,-224.0447,0.4575,0.6328,0.9903,4138,20715.28,20170.46,-121.72,1916.2,7758.71,-5820.44
3300,2316,-103,-139.4061,0.4416,0.6343,1.0164,3723,20705.81,20153.7,-123.12,1961.8,7743.85,-5833.24
3310,2371,-68,-117.1212,-0.3093,0.6707,0.9982,3952,20696.77,20137.35,-124.3,2006.5,7728.53,-5846.21
3320,2335,-38,-107.3913,-0.6325,0.6683,0.9977,4154,20684.88,20122.98,-125.37,1976.7,7713.35,-5858.87
3330,2334,-10,-111.0973,-0.6538,0.6516,0.9906,4066,20672.89,20108.14,-126.49,1976.7,7698.08,-5871.42
3340,2258,-14,-178.4579,-0.6431,0.619,1.0007,3559,20660.78,20092.79,-128.27,1913.0,7683.05,-5883.25
3350,2183,4,-170.9284,0.4512,0.8038,0.9935,4037,20648.6,20077.08,-129.99,1847.0,7668.27,-5894.36
3360,2238,3,-174.7079,0.4518,0.5854,1.0077,4036,20636.59,20061.47,-131.74,1894.4,7652.77,-5905.28
3370,2293,-12,-197.9321,0.4436,0.6142,1.0074,3985,20624.32,20046.92,-133.72,1940.6,7636.48,-5915.85
3380,2346,-39,-221.0419,0.4372,0.6501,1.0101,4114,20610.01,20034.52,-135.93,1985.7,7619.33,-5925.87
3390,2397,-71,-242.6398,-0.2508,0.6726,0.9917,3892,20595.28,20021.99,-138.36,2029.8,7601.28,-5935.16
3400,2369,-134,-329.8875,-0.0247,0.8014,1.0018,4089,20580.02,20009.34,-141.66,2006.0,7582.85,-5943.07
3410,2368,-136,-260.0703,0.445,0.817,0.9859,3951,20564.29,19996.63,-144.27,2005.4,7564.0,-5949.91
3420,2419,-155,-243.7884,-0.1521,0.7121,0.9886,4122,20548.4,19984.08,-146.71,2049.1,7544.4,-5955.88
3430,2403,-153,-215.2754,-0.6371,0.6986,1.0063,4115,20531.43,19973.54,-148.86,2035.0,7524.7,-5961.0
3440,2332,-140,-185.6819,-0.6431,0.6602,1.0075,4111,20513.28,19964.49,-150.72,1973.1,7505.43,-5965.35
3450,2254,-113,-155.7883,-0.6304,0.6106,0.9945,4007,20495.02,19955.3,-152.28,1909.2,7486.73,-5969.15
3460,2178,-105,-204.9846,0.4488,0.8025,1.0003,4205,20477.12,19946.1,-154.34,1843.1,7468.57,-5972.38
3470,2232,-44,-112.1798,0.4418,0.5859,1.0062,3805,20459.85,19936.97,-155.46,1890.6,7449.94,-5975.56
3480,2288,-14,-107.7797,0.4379,0.6248,1.0123,4108,20443.23,19927.92,-156.54,1936.9,7430.82,-5978.69
3490,2341,5,-116.6279,0.159,0.6554,1.013,4227,20425.55,19921.84,-157.71,1982.1,7411.23,-5981.68
3500,2359,17,-137.7538,-0.6447,0.6644,0.9877,4092,20407.48,19915.79,-159.09,1998.3,7391.43,-5984.37
3510,2286,-5,-201.779,-0.6541,0.6694,0.9912,4057,20388.99,19909.5,-161.11,1935.2,7372.16,-5986.34
3520,2208,-23,-237.63,0.4452,0.7986,1.0182,3842,20370.18,19903.1,-163.49,1870.0,7353.49,-5987.45
3530,2264,-37,-225.3317,0.4489,0.611,1.0018,4131,20351.43,19896.84,-165.75,1916.8,7334.32,-5987.67
3540,2318,-65,-239.4433,0.1177,0.6299,1.014,3962,20333.01,19891.37,-168.15,1962.5,7314.71,-5986.86
3550,2332,-97,-245.3815,-0.6443,0.6396,1.0171,3919,20314.18,19889.33,-170.6,1973.0,7295.06,-5984.96
3560,2253,-122,-246.0754,-0.647,0.6064,0.9943,3910,20295.11,19887.5,-173.07,1909.1,7276.2,-5982.1
3570,2177,-171,-316.4829,0.4326,0.798,0.9988,4205,20275.63,19885.86,-176.24,1843.1,7258.19,-5978.13
3580,2233,-149,-222.5158,0.4429,0.6009,0.9992,4176,20256.12,19884.37,-178.46,1890.5,7239.92,-5973.25
3590,2288,-143,-190.8917,0.4635,0.6417,0.9982,3678,20237.04,19882.99,-180.38,1936.8,7221.38,-5967.6
3600,2341,-124,-159.7186,0.1543,0.6657,0.9985,3876,20218.4,19882.77,178.03,1982.0,7202.56,-5961.36
3610,2358,-96,-135.9723,-0.649,0.6933,0.9895,3907,20199.69,19885.06,176.66,1997.0,7183.7,-5954.79
3620,2285,-64,-120.7229,-0.6415,0.64,0.9892,4280,20180.55,19887.21,175.45,1933.9,7165.5,-5948.24
3630,2207,-59,-182.3182,0.4523,0.7954,0.998,3902,20161.05,19889.17,173.63,1868.7,7148.04,-5941.57
3640,2262,-3,-108.9344,0.4428,0.5876,0.9937,3701,20141.4,19890.88,172.53,1915.5,7130.19,-5934.62
3650,2317,15,-122.4564,0.441,0.6365,1.0015,4290,20122.09,19892.36,171.31,1961.2,7111.99,-5927.28
3660,2369,19,-142.1624,0.4473,0.653,1.0149,4307,20103.59,19895.39,169.88,2005.8,7093.54,-5919.4
3670,2422,10,-168.5988,-0.5746,0.6808,1.0089,4084,20085.43,19900.15,168.19,2049.5,7074.92,-5910.78
3680,2356,-13,-200.2506,0.1406,0.8083,1.0131,4002,20066.81,19905.07,166.19,1995.0,7057.15,-5901.7
3690,2371,-74,-311.1481,0.4453,0.7969,0.9937,3826,20047.75,19910.25,163.07,2006.9,7039.89,-5891.46
3700,2421,-83,-259.0688,-0.0608,0.7046,0.9817,4078,20028.49,19915.71,160.48,2050.6,7022.88,-5880.01
3710,2414,-117,-261.5744,-0.6608,0.726,0.9978,4100,20009.53,19921.34,157.86,2044.0,7006.63,-5867.61
3720,2415,-142,-253.2148,-0.6461,0.6953,0.9891,3859,19991.85,19929.88,155.32,2044.0,6991.1,-5854.32
3730,2266,-152,-239.6857,-0.6549,0.6214,0.9999,3833,19974.26,19939.72,152.93,1918.8,6977.15,-5841.13
3740,2189,-158,-243.2763,0.4425,0.8061,1.0077,3797,19956.46,19949.83,150.49,1853.0,6964.27,-5827.79
3750,2247,-148,-220.0448,0.4509,0.5893,1.0083,3802,19938.89,19959.84,148.29,1900.2,6951.57,-5813.61
3760,2300,-104,-141.4705,0.4215,0.6225,0.9982,4142,19921.83,19969.44,146.87,1946.3,6938.83,-5798.88
3770,2299,-72,-116.5544,0.4492,0.6107,0.9919,3830,19905.46,19978.91,145.7,1946.3,6926.25,-5784.03
3780,2353,-39,-105.0767,0.0114,0.6458,0.9946,3913,19890.86,19990.87,144.65,1991.3,6913.46,-5768.75
3790,2353,-9,-106.7886,-0.6519,0.6491,0.9874,3717,19875.8,20002.89,143.58,1991.8,6900.76,-5753.4
3800,2277,-22,-198.5714,-0.6582,0.6379,0.9972,4182,19860.25,20015.0,141.59,1928.5,6888.84,-5738.24
3810,2199,9,-152.2249,0.4398,0.8125,0.9997,3900,19844.32,20027.19,140.06,1863.1,6877.61,-5723.38
3820,2254,5,-180.6179,0.4673,0.6045,0.9975,3978,19828.44,20039.22,138.25,1910.1,6866.56,-5707.81
3830,2311,-11,-204.9016,0.1923,0.674,1.0003,3952,19814.07,20052.01,136.2,1955.9,6855.87,-5691.41
3840,2332,-37,-228.3831,-0.6362,0.6628,0.9981,3819,19801.52,20066.46,133.91,1975.4,6845.88,-5674.38
3850,2257,-73,-250.4641,-0.6483,0.6282,1.0104,4157,19788.88,20081.31,131.41,1911.6,6837.14,-5657.38
3860,2179,-133,-333.0643,0.4455,0.802,0.9943,3807,19776.17,20096.6,128.07,1845.6,6829.89,-5640.42
3870,2237,-128,-250.654,0.4539,0.5758,1.0141,3831,19763.74,20111.97,125.56,1893.0,6823.42,-5622.61
3880,2291,-145,-229.4197,0.4542,0.6161,1.004,3836,19751.82,20127.03,123.27,1939.2,6817.72,-5604.07
3890,2344,-148,-203.7653,-0.0124,0.6198,1.0036,3979,19742.04,20143.22,121.22,1984.4,6812.66,-5584.87
3900,2341,-138,-178.5605,-0.6497,0.6433,0.9996,4078,19733.37,20160.43,119.44,1982.2,6808.2,-5565.55
3910,2266,-115,-152.7359,-0.6561,0.605,0.9828,4014,19724.47,20177.98,117.91,1918.6,6804.29,-5546.76
3920,2190,-114,-208.276,0.4383,0.8074,1.0004,4019,19715.27,20195.8,115.82,1852.9,6801.01,-5528.5
3930,2245,-57,-122.8885,0.4465,0.611,0.9893,3676,19705.67,20213.91,114.59,1900.1,6797.83,-5509.76
3940,2298,-24,-121.7997,0.4449,0.6393,1.0002,4315,19695.64,20232.29,113.37,1946.1,6794.71,-5490.56
3950,2354,2,-135.2639,0.1473,0.6658,0.9971,3817,19689.03,20252.6,112.01,1991.1,6791.73,-5470.85
3960,2368,10,-162.8733,-0.639,0.6827,0.9964,3806,19682.06,20273.29,110.38,2004.7,6789.14,-5450.96
3970,2294,-31,-276.4579,0.4456,0.8058,1.0049,3706,19674.84,20294.39,107.61,1941.9,6787.53,-5431.59
3980,2398,-25,-236.7607,0.2677,0.6755,1.0166,3900,19667.49,20316.0,105.24,2031.0,6786.79,-5411.3
3990,2430,-66,-276.3378,-0.6519,0.6952,1.0067,3970,19660.22,20338.14,102.47,2056.5,6787.26,-5390.72
4000,2357,-112,-301.7337,-0.6381,0.6403,0.9828,3982,19657.49,20361.69,99.45,1995.3,6789.07,-5370.85
4010,2283,-149,-306.3653,-0.6365,0.6099,0.9926,4189,19655.08,20385.72,96.39,1932.2,6792.14,-5351.76
4020,2204,-195,-367.4206,0.4457,0.7881,1.0062,3999,19652.96,20410.21,92.71,1866.9,6796.49,-5333.61
4030,2313,-171,-265.943,0.4473,0.6578,1.0138,3502,19651.01,20435.09,90.05,1959.5,6802.02,-5314.81
4040,2368,-148,-220.7158,0.1276,0.6793,0.9896,3980,19651.16,20460.23,87.84,2004.2,6808.35,-5295.78
4050,2381,-104,-178.1476,-0.6331,0.6881,1.015,4314,19654.09,20485.51,86.05,2015.7,6815.08,-5276.78
4060,2306,-84,-229.8072,-0.6397,0.6971,1.0114,4087,19656.69,20511.09,83.75,1953.2,6822.02,-5258.53
4070,2287,-17,-146.6362,0.4494,0.6207,1.0031,4149,19658.88,20537.03,82.28,1935.0,6829.09,-5240.5
4080,2339,0,-173.0799,0.178,0.642,1.0099,3933,19661.08,20562.75,80.55,1980.2,6836.68,-5222.2
4090,2360,-6,-217.2414,-0.6356,0.6764,0.9861,3955,19667.57,20587.56,78.37,1998.3,6844.95,-5204.0
4100,2207,-44,-278.3197,0.4447,0.7892,1.0097,3561,19674.1,20612.42,75.59,1870.1,6853.58,-5187.42
4110,2263,-109,-373.3549,0.4499,0.619,1.0041,4417,19680.89,20637.34,71.85,1916.9,6863.74,-5171.17
4120,2318,-133,-339.5123,0.4457,0.6468,0.9606,4090,19688.13,20662.42,68.45,1962.6,6875.37,-5155.36
4130,2370,-170,-334.4021,0.4556,0.6526,1.0315,4230,19699.25,20685.96,65.1,2007.2,6888.43,-5140.13
4140,2475,-182,-295.6779,0.438,0.7394,0.9836,4120,19711.66,20708.33,62.14,2093.6,6903.03,-5125.08
4150,2523,-146,-176.981,0.4492,0.4998,0.9926,3538,19724.09,20730.4,60.37,2135.5,6918.42,-5110.25
4160,2570,-59,6.2916,0.4748,0.1151,0.9921,3916,19736.45,20752.47,60.43,2176.6,6933.95,-5095.0
4170,2666,-13,44.8191,0.4499,0.1265,1.0224,4001,19748.79,20774.57,60.88,2256.5,6949.73,-5078.86
4180,2712,37,62.7281,0.4258,0.1234,0.9927,4263,19761.28,20796.82,61.5,2295.4,6965.34,-5062.02
4190,2758,75,53.8893,0.4591,0.1061,1.0094,3953,19773.38,20819.21,62.04,2333.7,6980.79,-5044.5
4200,2800,103,52.5978,0.453,0.0208,1.0044,4336,19784.97,20841.31,62.56,2371.3,6996.13,-5026.42
4210,2889,129,107.3425,0.4602,0.7629,0.992,3569,19796.27,20863.14,63.63,2444.9,7011.6,-5007.45
4220,2929,120,132.9989,0.4449,0.7578,1.0143,4225,19807.58,20884.87,64.96,2480.8,7026.95,-4987.97
4230,2974,69,97.4349,0.2069,0.8061,1.0025,3989,19818.67,20906.67,65.93,2516.3,7042.46,-4968.13
4240,2992,17,80.8669,0.0203,0.7756,0.9906,4209,19827.32,20929.73,66.73,2534.4,7058.09,-4948.19
4250,3036,-24,89.0709,0.4587,0.7369,1.0133,4166,19836.48,20952.99,67.62,2570.7,7073.93,-4927.94
4260,3075,-94,-7.897,0.2008,0.0,1.0037,3997,19846.13,20976.62,67.54,2604.9,7090.22,-4907.62
4270,3095,-77,50.6876,-0.6407,0.2463,1.0087,3846,19856.09,21000.6,68.04,2619.9,7106.47,-4887.05
4280,3039,12,222.0857,-0.0248,0.8067,0.9891,3955,19866.14,21025.03,70.26,2572.1,7121.46,-4866.13
4290,3036,74,267.2657,0.0038,0.8055,1.0037,3977,19875.83,21050.12,72.93,2568.7,7135.13,-4844.35
4300,3035,134,286.9452,0.0126,0.8007,0.9974,3771,19881.81,21076.79,75.8,2569.2,7147.29,-4821.72
4310,3077,176,273.6234,0.3048,0.545,1.0045,3926,19887.42,21103.96,78.53,2605.4,7158.15,-4798.03
4320,3104,120,61.5927,-0.6234,-0.0028,0.9841,3985,19892.74,21131.3,79.14,2627.9,7168.68,-4773.94
4330,3048,124,103.4436,-0.6552,0.463,1.0054,4155,19897.99,21158.58,80.17,2580.3,7178.67,-4750.13
4340,2988,92,123.5541,-0.0199,0.7978,1.0022,4079,19903.46,21185.77,81.41,2529.6,7188.26,-4726.72
4350,2989,30,94.6567,0.0075,0.8065,0.9853,4020,19907.47,21213.21,82.35,2528.9,7197.86,-4703.3
4360,2989,-19,98.8774,0.0497,0.7897,1.0079,3982,19909.84,21241.08,83.34,2529.8,7207.45,-4679.88
4370,3032,-62,71.9077,-0.15,0.3574,0.9979,3927,19912.58,21268.63,84.05,2566.9,7217.14,-4656.09
4380,3018,-92,-1.6714,-0.6406,-0.0181,0.9937,4086,19915.47,21296.01,84.03,2554.3,7226.81,-4632.43
4390,2898,24,234.7429,-0.0486,0.8004,0.996,4012,19918.25,21323.42,86.38,2455.3,7234.96,-4609.28
